,country,year,value,sex,age_group
72097,LA,1989,,m,45-54
72098,LA,1990,,m,45-54
72099,LA,1991,,m,45-54
72100,LA,1992,,m,45-54
72101,LA,1993,,m,45-54
72102,LA,1994,,m,45-54
72103,LA,1995,78.0,m,45-54
72104,LA,1996,131.0,m,45-54
72105,LA,1997,158.0,m,45-54
72106,LA,1998,177.0,m,45-54
72107,LA,1999,213.0,m,45-54
72108,LA,2000,201.0,m,45-54
72109,LA,2001,219.0,m,45-54
72110,LA,2002,223.0,m,45-54
72111,LA,2003,226.0,m,45-54
72112,LA,2004,318.0,m,45-54
72113,LA,2005,373.0,m,45-54
72114,LA,2006,406.0,m,45-54
72115,LA,2007,418.0,m,45-54
72116,LA,2008,380.0,m,45-54
72117,LB,1981,,m,45-54
72118,LB,1982,,m,45-54
72119,LB,1983,,m,45-54
72120,LB,1984,,m,45-54
72121,LB,1985,,m,45-54
72122,LB,1986,,m,45-54
72123,LB,1987,,m,45-54
72124,LB,1991,,m,45-54
72125,LB,1992,,m,45-54
72126,LB,1994,,m,45-54
72127,LB,1995,16.0,m,45-54
72128,LB,1996,12.0,m,45-54
72129,LB,1997,19.0,m,45-54
72130,LB,1998,19.0,m,45-54
72131,LB,1999,17.0,m,45-54
72132,LB,2000,15.0,m,45-54
72133,LB,2001,16.0,m,45-54
72134,LB,2002,10.0,m,45-54
72135,LB,2003,6.0,m,45-54
72136,LB,2004,18.0,m,45-54
72137,LB,2005,10.0,m,45-54
72138,LB,2006,14.0,m,45-54
72139,LB,2007,12.0,m,45-54
72140,LB,2008,17.0,m,45-54
72141,LC,1980,,m,45-54
72142,LC,1981,,m,45-54
72143,LC,1982,,m,45-54
72144,LC,1983,,m,45-54
72145,LC,1984,,m,45-54
72146,LC,1985,,m,45-54
72147,LC,1986,,m,45-54
72148,LC,1987,,m,45-54
72149,LC,1988,,m,45-54
72150,LC,1989,,m,45-54
72151,LC,1990,,m,45-54
72152,LC,1991,,m,45-54
72153,LC,1992,,m,45-54
72154,LC,1994,,m,45-54
72155,LC,1995,,m,45-54
72156,LC,1996,,m,45-54
72157,LC,1997,0.0,m,45-54
72158,LC,1998,0.0,m,45-54
72159,LC,1999,3.0,m,45-54
72160,LC,2000,0.0,m,45-54
72161,LC,2001,1.0,m,45-54
72162,LC,2002,1.0,m,45-54
72163,LC,2003,2.0,m,45-54
72164,LC,2004,2.0,m,45-54
72165,LC,2005,2.0,m,45-54
72166,LC,2006,3.0,m,45-54
72167,LC,2007,2.0,m,45-54
72168,LC,2008,2.0,m,45-54
72169,LK,1980,,m,45-54
72170,LK,1981,,m,45-54
72171,LK,1982,,m,45-54
72172,LK,1983,,m,45-54
72173,LK,1984,,m,45-54
72174,LK,1985,,m,45-54
72175,LK,1986,,m,45-54
72176,LK,1987,,m,45-54
72177,LK,1988,,m,45-54
72178,LK,1989,,m,45-54
72179,LK,1990,,m,45-54
72180,LK,1991,,m,45-54
72181,LK,1992,,m,45-54
72182,LK,1993,,m,45-54
72183,LK,1994,,m,45-54
72184,LK,1995,521.0,m,45-54
72185,LK,1996,523.0,m,45-54
72186,LK,1997,623.0,m,45-54
72187,LK,1998,663.0,m,45-54
72188,LK,1999,646.0,m,45-54
72189,LK,2000,793.0,m,45-54
72190,LK,2001,779.0,m,45-54
72191,LK,2002,788.0,m,45-54
72192,LK,2003,791.0,m,45-54
72193,LK,2004,800.0,m,45-54
72194,LK,2005,918.0,m,45-54
72195,LK,2006,816.0,m,45-54
72196,LK,2007,802.0,m,45-54
72197,LK,2008,810.0,m,45-54
72198,LR,1980,,m,45-54
72199,LR,1981,,m,45-54
72200,LR,1982,,m,45-54
72201,LR,1983,,m,45-54
72202,LR,1985,,m,45-54
72203,LR,1986,,m,45-54
72204,LR,1987,,m,45-54
72205,LR,1988,,m,45-54
72206,LR,1992,,m,45-54
72207,LR,1993,,m,45-54
72208,LR,1994,,m,45-54
72209,LR,1995,,m,45-54
72210,LR,1996,42.0,m,45-54
72211,LR,1997,,m,45-54
72212,LR,1998,72.0,m,45-54
72213,LR,1999,,m,45-54
72214,LR,2000,52.0,m,45-54
72215,LR,2001,63.0,m,45-54
72216,LR,2002,143.0,m,45-54
72217,LR,2003,99.0,m,45-54
72218,LR,2004,198.0,m,45-54
72219,LR,2005,155.0,m,45-54
72220,LR,2006,250.0,m,45-54
72221,LR,2007,,m,45-54
72222,LR,2008,308.0,m,45-54
72223,LS,1980,,m,45-54
72224,LS,1981,,m,45-54
72225,LS,1982,,m,45-54
72226,LS,1983,,m,45-54
72227,LS,1984,,m,45-54
72228,LS,1985,,m,45-54
72229,LS,1986,,m,45-54
72230,LS,1987,,m,45-54
72231,LS,1988,,m,45-54
72232,LS,1989,,m,45-54
72233,LS,1990,,m,45-54
72234,LS,1991,,m,45-54
72235,LS,1992,,m,45-54
72236,LS,1993,,m,45-54
72237,LS,1994,,m,45-54
72238,LS,1995,189.0,m,45-54
72239,LS,1996,223.0,m,45-54
72240,LS,1997,307.0,m,45-54
72241,LS,1998,372.0,m,45-54
72242,LS,1999,,m,45-54
72243,LS,2000,395.0,m,45-54
72244,LS,2001,,m,45-54
72245,LS,2002,347.0,m,45-54
72246,LS,2003,466.0,m,45-54
72247,LS,2004,448.0,m,45-54
72248,LS,2005,148.0,m,45-54
72249,LS,2006,440.0,m,45-54
72250,LS,2007,87.0,m,45-54
72251,LS,2008,380.0,m,45-54
72252,LT,1980,,m,45-54
72253,LT,1981,,m,45-54
72254,LT,1982,,m,45-54
72255,LT,1983,,m,45-54
72256,LT,1984,,m,45-54
72257,LT,1985,,m,45-54
72258,LT,1986,,m,45-54
72259,LT,1987,,m,45-54
72260,LT,1988,,m,45-54
72261,LT,1989,,m,45-54
72262,LT,1990,,m,45-54
72263,LT,1991,,m,45-54
72264,LT,1992,,m,45-54
72265,LT,1993,,m,45-54
72266,LT,1994,,m,45-54
72267,LT,1995,176.0,m,45-54
72268,LT,1996,206.0,m,45-54
72269,LT,1997,213.0,m,45-54
72270,LT,1998,163.0,m,45-54
72271,LT,1999,22.0,m,45-54
72272,LT,2000,155.0,m,45-54
72273,LT,2001,155.0,m,45-54
72274,LT,2002,142.0,m,45-54
72275,LT,2003,174.0,m,45-54
72276,LT,2004,173.0,m,45-54
72277,LT,2005,187.0,m,45-54
72278,LT,2006,211.0,m,45-54
72279,LT,2007,235.0,m,45-54
72280,LT,2008,182.0,m,45-54
72281,LU,1980,,m,45-54
72282,LU,1981,,m,45-54
72283,LU,1982,,m,45-54
72284,LU,1983,,m,45-54
72285,LU,1984,,m,45-54
72286,LU,1985,,m,45-54
72287,LU,1986,,m,45-54
72288,LU,1987,,m,45-54
72289,LU,1988,,m,45-54
72290,LU,1989,,m,45-54
72291,LU,1990,,m,45-54
72292,LU,1991,,m,45-54
72293,LU,1992,,m,45-54
72294,LU,1993,,m,45-54
72295,LU,1994,,m,45-54
72296,LU,1995,,m,45-54
72297,LU,1996,2.0,m,45-54
72298,LU,1997,3.0,m,45-54
72299,LU,1998,4.0,m,45-54
72300,LU,1999,,m,45-54
72301,LU,2000,,m,45-54
72302,LU,2001,0.0,m,45-54
72303,LU,2002,3.0,m,45-54
72304,LU,2003,1.0,m,45-54
72305,LU,2004,3.0,m,45-54
72306,LU,2005,1.0,m,45-54
72307,LU,2006,3.0,m,45-54
72308,LU,2007,0.0,m,45-54
72309,LU,2008,0.0,m,45-54
72310,LV,1980,,m,45-54
72311,LV,1981,,m,45-54
72312,LV,1982,,m,45-54
72313,LV,1983,,m,45-54
72314,LV,1984,,m,45-54
72315,LV,1985,,m,45-54
72316,LV,1986,,m,45-54
72317,LV,1987,,m,45-54
72318,LV,1988,,m,45-54
72319,LV,1989,,m,45-54
72320,LV,1990,,m,45-54
72321,LV,1991,,m,45-54
72322,LV,1992,,m,45-54
72323,LV,1993,,m,45-54
72324,LV,1994,,m,45-54
72325,LV,1995,70.0,m,45-54
72326,LV,1996,89.0,m,45-54
72327,LV,1997,106.0,m,45-54
72328,LV,1998,121.0,m,45-54
72329,LV,1999,103.0,m,45-54
72330,LV,2000,111.0,m,45-54
72331,LV,2001,101.0,m,45-54
72332,LV,2002,121.0,m,45-54
72333,LV,2003,106.0,m,45-54
72334,LV,2004,109.0,m,45-54
72335,LV,2005,117.0,m,45-54
72336,LV,2006,105.0,m,45-54
72337,LV,2007,102.0,m,45-54
72338,LV,2008,71.0,m,45-54
72339,LY,1980,,m,45-54
72340,LY,1981,,m,45-54
72341,LY,1982,,m,45-54
72342,LY,1983,,m,45-54
72343,LY,1984,,m,45-54
72344,LY,1985,,m,45-54
72345,LY,1986,,m,45-54
72346,LY,1987,,m,45-54
72347,LY,1988,,m,45-54
72348,LY,1989,,m,45-54
72349,LY,1990,,m,45-54
72350,LY,1991,,m,45-54
72351,LY,1992,,m,45-54
72352,LY,1994,,m,45-54
72353,LY,1995,46.0,m,45-54
72354,LY,1996,31.0,m,45-54
72355,LY,1998,,m,45-54
72356,LY,1999,53.0,m,45-54
72357,LY,2000,36.0,m,45-54
72358,LY,2002,,m,45-54
72359,LY,2003,32.0,m,45-54
72360,LY,2004,53.0,m,45-54
72361,LY,2005,52.0,m,45-54
72362,LY,2006,49.0,m,45-54
72363,LY,2007,26.0,m,45-54
72364,LY,2008,85.0,m,45-54
72365,MA,1980,,m,45-54
72366,MA,1981,,m,45-54
72367,MA,1982,,m,45-54
72368,MA,1983,,m,45-54
72369,MA,1984,,m,45-54
72370,MA,1985,,m,45-54
72371,MA,1986,,m,45-54
72372,MA,1987,,m,45-54
72373,MA,1988,,m,45-54
72374,MA,1989,,m,45-54
72375,MA,1990,,m,45-54
72376,MA,1991,,m,45-54
72377,MA,1992,,m,45-54
72378,MA,1993,,m,45-54
72379,MA,1994,,m,45-54
72380,MA,1995,819.0,m,45-54
72381,MA,1996,772.0,m,45-54
72382,MA,1997,761.0,m,45-54
72383,MA,1998,843.0,m,45-54
72384,MA,1999,815.0,m,45-54
72385,MA,2000,855.0,m,45-54
72386,MA,2001,929.0,m,45-54
72387,MA,2002,941.0,m,45-54
72388,MA,2003,1004.0,m,45-54
72389,MA,2004,1114.0,m,45-54
72390,MA,2005,1057.0,m,45-54
72391,MA,2006,1036.0,m,45-54
72392,MA,2007,1165.0,m,45-54
72393,MA,2008,1179.0,m,45-54
72394,MC,1980,,m,45-54
72395,MC,1981,,m,45-54
72396,MC,1982,,m,45-54
72397,MC,1983,,m,45-54
72398,MC,1984,,m,45-54
72399,MC,1985,,m,45-54
72400,MC,1986,,m,45-54
72401,MC,1987,,m,45-54
72402,MC,1988,,m,45-54
72403,MC,1989,,m,45-54
72404,MC,1990,,m,45-54
72405,MC,1991,,m,45-54
72406,MC,1992,,m,45-54
72407,MC,1994,,m,45-54
72408,MC,1995,,m,45-54
72409,MC,1996,,m,45-54
72410,MC,1997,,m,45-54
72411,MC,1998,,m,45-54
72412,MC,1999,1.0,m,45-54
72413,MC,2000,,m,45-54
72414,MC,2001,,m,45-54
72415,MC,2002,,m,45-54
72416,MC,2006,,m,45-54
72417,MC,2007,,m,45-54
72418,MC,2008,,m,45-54
72419,MD,1980,,m,45-54
72420,MD,1981,,m,45-54
72421,MD,1982,,m,45-54
72422,MD,1983,,m,45-54
72423,MD,1984,,m,45-54
72424,MD,1985,,m,45-54
72425,MD,1986,,m,45-54
72426,MD,1987,,m,45-54
72427,MD,1988,,m,45-54
72428,MD,1989,,m,45-54
72429,MD,1990,,m,45-54
72430,MD,1991,,m,45-54
72431,MD,1992,,m,45-54
72432,MD,1993,,m,45-54
72433,MD,1994,,m,45-54
72434,MD,1995,95.0,m,45-54
72435,MD,1996,34.0,m,45-54
72436,MD,1997,47.0,m,45-54
72437,MD,1998,56.0,m,45-54
72438,MD,1999,84.0,m,45-54
72439,MD,2000,13.0,m,45-54
72440,MD,2001,158.0,m,45-54
72441,MD,2002,181.0,m,45-54
72442,MD,2003,206.0,m,45-54
72443,MD,2004,267.0,m,45-54
72444,MD,2005,313.0,m,45-54
72445,MD,2006,312.0,m,45-54
72446,MD,2007,314.0,m,45-54
72447,MD,2008,317.0,m,45-54
72448,ME,2005,15.0,m,45-54
72449,ME,2006,12.0,m,45-54
72450,ME,2007,10.0,m,45-54
72451,ME,2008,5.0,m,45-54
72452,MG,1980,,m,45-54
72453,MG,1981,,m,45-54
72454,MG,1982,,m,45-54
72455,MG,1983,,m,45-54
72456,MG,1984,,m,45-54
72457,MG,1985,,m,45-54
72458,MG,1986,,m,45-54
72459,MG,1987,,m,45-54
72460,MG,1988,,m,45-54
72461,MG,1989,,m,45-54
72462,MG,1990,,m,45-54
72463,MG,1991,,m,45-54
72464,MG,1992,,m,45-54
72465,MG,1993,,m,45-54
72466,MG,1994,,m,45-54
72467,MG,1995,630.0,m,45-54
72468,MG,1996,673.0,m,45-54
72469,MG,1997,,m,45-54
72470,MG,1998,829.0,m,45-54
72471,MG,2000,,m,45-54
72472,MG,2001,1094.0,m,45-54
72473,MG,2002,1174.0,m,45-54
72474,MG,2003,1413.0,m,45-54
72475,MG,2004,1026.0,m,45-54
72476,MG,2005,1349.0,m,45-54
72477,MG,2006,1714.0,m,45-54
72478,MG,2007,1671.0,m,45-54
72479,MG,2008,1669.0,m,45-54
72480,MH,1980,,m,45-54
72481,MH,1981,,m,45-54
72482,MH,1982,,m,45-54
72483,MH,1983,,m,45-54
72484,MH,1984,,m,45-54
72485,MH,1985,,m,45-54
72486,MH,1986,,m,45-54
72487,MH,1987,,m,45-54
72488,MH,1988,,m,45-54
72489,MH,1989,,m,45-54
72490,MH,1991,,m,45-54
72491,MH,1992,,m,45-54
72492,MH,1993,,m,45-54
72493,MH,1995,,m,45-54
72494,MH,1996,5.0,m,45-54
72495,MH,1998,1.0,m,45-54
72496,MH,1999,1.0,m,45-54
72497,MH,2000,3.0,m,45-54
72498,MH,2001,4.0,m,45-54
72499,MH,2002,3.0,m,45-54
72500,MH,2003,7.0,m,45-54
72501,MH,2004,3.0,m,45-54
72502,MH,2005,6.0,m,45-54
72503,MH,2006,6.0,m,45-54
72504,MH,2007,5.0,m,45-54
72505,MH,2008,3.0,m,45-54
72506,MK,1992,,m,45-54
72507,MK,1993,,m,45-54
72508,MK,1994,,m,45-54
72509,MK,1995,33.0,m,45-54
72510,MK,1996,16.0,m,45-54
72511,MK,1997,24.0,m,45-54
72512,MK,1998,18.0,m,45-54
72513,MK,1999,27.0,m,45-54
72514,MK,2000,19.0,m,45-54
72515,MK,2001,15.0,m,45-54
72516,MK,2002,31.0,m,45-54
72517,MK,2003,28.0,m,45-54
72518,MK,2004,33.0,m,45-54
72519,MK,2005,20.0,m,45-54
72520,MK,2006,37.0,m,45-54
72521,MK,2007,46.0,m,45-54
72522,MK,2008,25.0,m,45-54
72523,ML,1980,,m,45-54
72524,ML,1981,,m,45-54
72525,ML,1982,,m,45-54
72526,ML,1983,,m,45-54
72527,ML,1984,,m,45-54
72528,ML,1985,,m,45-54
72529,ML,1986,,m,45-54
72530,ML,1987,,m,45-54
72531,ML,1988,,m,45-54
72532,ML,1989,,m,45-54
72533,ML,1990,,m,45-54
72534,ML,1991,,m,45-54
72535,ML,1992,,m,45-54
72536,ML,1993,,m,45-54
72537,ML,1994,,m,45-54
72538,ML,1995,181.0,m,45-54
72539,ML,1996,226.0,m,45-54
72540,ML,1997,357.0,m,45-54
72541,ML,1998,308.0,m,45-54
72542,ML,1999,315.0,m,45-54
72543,ML,2000,297.0,m,45-54
72544,ML,2001,,m,45-54
72545,ML,2002,430.0,m,45-54
72546,ML,2003,330.0,m,45-54
72547,ML,2004,316.0,m,45-54
72548,ML,2005,365.0,m,45-54
72549,ML,2006,436.0,m,45-54
72550,ML,2007,422.0,m,45-54
72551,ML,2008,503.0,m,45-54
72552,MM,1980,,m,45-54
72553,MM,1981,,m,45-54
72554,MM,1982,,m,45-54
72555,MM,1983,,m,45-54
72556,MM,1984,,m,45-54
72557,MM,1985,,m,45-54
72558,MM,1986,,m,45-54
72559,MM,1987,,m,45-54
72560,MM,1988,,m,45-54
72561,MM,1989,,m,45-54
72562,MM,1990,,m,45-54
72563,MM,1991,,m,45-54
72564,MM,1992,,m,45-54
72565,MM,1993,,m,45-54
72566,MM,1994,,m,45-54
72567,MM,1995,977.0,m,45-54
72568,MM,1996,1110.0,m,45-54
72569,MM,1997,1061.0,m,45-54
72570,MM,1998,1187.0,m,45-54
72571,MM,1999,1366.0,m,45-54
72572,MM,2000,2161.0,m,45-54
72573,MM,2001,2624.0,m,45-54
72574,MM,2002,3022.0,m,45-54
72575,MM,2003,3269.0,m,45-54
72576,MM,2004,4081.0,m,45-54
72577,MM,2005,4585.0,m,45-54
72578,MM,2006,5143.0,m,45-54
72579,MM,2007,5507.0,m,45-54
72580,MM,2008,5327.0,m,45-54
72581,MN,1980,,m,45-54
72582,MN,1981,,m,45-54
72583,MN,1982,,m,45-54
72584,MN,1983,,m,45-54
72585,MN,1984,,m,45-54
72586,MN,1985,,m,45-54
72587,MN,1986,,m,45-54
72588,MN,1987,,m,45-54
72589,MN,1988,,m,45-54
72590,MN,1989,,m,45-54
72591,MN,1990,,m,45-54
72592,MN,1991,,m,45-54
72593,MN,1992,,m,45-54
72594,MN,1993,,m,45-54
72595,MN,1994,19.0,m,45-54
72596,MN,1995,19.0,m,45-54
72597,MN,1996,42.0,m,45-54
72598,MN,1997,72.0,m,45-54
72599,MN,1998,65.0,m,45-54
72600,MN,1999,63.0,m,45-54
72601,MN,2000,68.0,m,45-54
72602,MN,2001,86.0,m,45-54
72603,MN,2002,94.0,m,45-54
72604,MN,2003,93.0,m,45-54
72605,MN,2004,112.0,m,45-54
72606,MN,2005,147.0,m,45-54
72607,MN,2006,157.0,m,45-54
72608,MN,2007,158.0,m,45-54
72609,MN,2008,151.0,m,45-54
72610,MO,1980,,m,45-54
72611,MO,1981,,m,45-54
72612,MO,1982,,m,45-54
72613,MO,1983,,m,45-54
72614,MO,1984,,m,45-54
72615,MO,1985,,m,45-54
72616,MO,1986,,m,45-54
72617,MO,1987,,m,45-54
72618,MO,1988,,m,45-54
72619,MO,1989,,m,45-54
72620,MO,1990,,m,45-54
72621,MO,1991,,m,45-54
72622,MO,1992,,m,45-54
72623,MO,1993,,m,45-54
72624,MO,1994,,m,45-54
72625,MO,1995,13.0,m,45-54
72626,MO,1996,20.0,m,45-54
72627,MO,1997,37.0,m,45-54
72628,MO,1998,23.0,m,45-54
72629,MO,1999,,m,45-54
72630,MO,2000,22.0,m,45-54
72631,MO,2001,25.0,m,45-54
72632,MO,2002,20.0,m,45-54
72633,MO,2003,27.0,m,45-54
72634,MO,2004,31.0,m,45-54
72635,MO,2005,23.0,m,45-54
72636,MO,2006,32.0,m,45-54
72637,MO,2007,30.0,m,45-54
72638,MO,2008,29.0,m,45-54
72639,MP,1981,,m,45-54
72640,MP,1982,,m,45-54
72641,MP,1983,,m,45-54
72642,MP,1984,,m,45-54
72643,MP,1985,,m,45-54
72644,MP,1986,,m,45-54
72645,MP,1987,,m,45-54
72646,MP,1988,,m,45-54
72647,MP,1989,,m,45-54
72648,MP,1990,,m,45-54
72649,MP,1992,,m,45-54
72650,MP,1994,,m,45-54
72651,MP,1995,10.0,m,45-54
72652,MP,1996,3.0,m,45-54
72653,MP,1997,,m,45-54
72654,MP,1998,5.0,m,45-54
72655,MP,1999,,m,45-54
72656,MP,2000,9.0,m,45-54
72657,MP,2001,4.0,m,45-54
72658,MP,2002,10.0,m,45-54
72659,MP,2003,1.0,m,45-54
72660,MP,2004,4.0,m,45-54
72661,MP,2005,4.0,m,45-54
72662,MP,2006,1.0,m,45-54
72663,MP,2007,4.0,m,45-54
72664,MP,2008,5.0,m,45-54
72665,MR,1980,,m,45-54
72666,MR,1981,,m,45-54
72667,MR,1982,,m,45-54
72668,MR,1983,,m,45-54
72669,MR,1984,,m,45-54
72670,MR,1985,,m,45-54
72671,MR,1986,,m,45-54
72672,MR,1987,,m,45-54
72673,MR,1988,,m,45-54
72674,MR,1989,,m,45-54
72675,MR,1990,,m,45-54
72676,MR,1991,,m,45-54
72677,MR,1992,,m,45-54
72678,MR,1993,,m,45-54
72679,MR,1995,,m,45-54
72680,MR,1996,,m,45-54
72681,MR,1997,613.0,m,45-54
72682,MR,1998,,m,45-54
72683,MR,1999,177.0,m,45-54
72684,MR,2000,,m,45-54
72685,MR,2003,,m,45-54
72686,MR,2004,154.0,m,45-54
72687,MR,2005,,m,45-54
72688,MR,2006,150.0,m,45-54
72689,MR,2007,144.0,m,45-54
72690,MR,2008,172.0,m,45-54
72691,MS,1980,,m,45-54
72692,MS,1981,,m,45-54
72693,MS,1982,,m,45-54
72694,MS,1983,,m,45-54
72695,MS,1984,,m,45-54
72696,MS,1985,,m,45-54
72697,MS,1986,,m,45-54
72698,MS,1987,,m,45-54
72699,MS,1988,,m,45-54
72700,MS,1989,,m,45-54
72701,MS,1990,,m,45-54
72702,MS,1991,,m,45-54
72703,MS,1992,,m,45-54
72704,MS,1994,,m,45-54
72705,MS,1998,,m,45-54
72706,MS,1999,,m,45-54
72707,MS,2000,,m,45-54
72708,MS,2001,,m,45-54
72709,MS,2002,,m,45-54
72710,MS,2003,0.0,m,45-54
72711,MS,2004,0.0,m,45-54
72712,MS,2005,1.0,m,45-54
72713,MS,2006,,m,45-54
72714,MS,2007,,m,45-54
72715,MS,2008,,m,45-54
72716,MT,1980,,m,45-54
72717,MT,1981,,m,45-54
72718,MT,1982,,m,45-54
72719,MT,1983,,m,45-54
72720,MT,1984,,m,45-54
72721,MT,1985,,m,45-54
72722,MT,1986,,m,45-54
72723,MT,1987,,m,45-54
72724,MT,1988,,m,45-54
72725,MT,1989,,m,45-54
72726,MT,1990,,m,45-54
72727,MT,1991,,m,45-54
72728,MT,1992,,m,45-54
72729,MT,1993,,m,45-54
72730,MT,1994,,m,45-54
72731,MT,1995,0.0,m,45-54
72732,MT,1996,1.0,m,45-54
72733,MT,1997,0.0,m,45-54
72734,MT,1998,1.0,m,45-54
72735,MT,1999,0.0,m,45-54
72736,MT,2000,1.0,m,45-54
72737,MT,2001,1.0,m,45-54
72738,MT,2002,0.0,m,45-54
72739,MT,2003,1.0,m,45-54
72740,MT,2004,1.0,m,45-54
72741,MT,2005,1.0,m,45-54
72742,MT,2006,0.0,m,45-54
72743,MT,2007,0.0,m,45-54
72744,MT,2008,0.0,m,45-54
72745,MU,1980,,m,45-54
72746,MU,1981,,m,45-54
72747,MU,1982,,m,45-54
72748,MU,1983,,m,45-54
72749,MU,1984,,m,45-54
72750,MU,1985,,m,45-54
72751,MU,1986,,m,45-54
72752,MU,1987,,m,45-54
72753,MU,1988,,m,45-54
72754,MU,1989,,m,45-54
72755,MU,1990,,m,45-54
72756,MU,1991,,m,45-54
72757,MU,1992,,m,45-54
72758,MU,1993,,m,45-54
72759,MU,1994,,m,45-54
72760,MU,1995,27.0,m,45-54
72761,MU,1996,,m,45-54
72762,MU,1997,,m,45-54
72763,MU,1998,19.0,m,45-54
72764,MU,1999,13.0,m,45-54
72765,MU,2000,19.0,m,45-54
72766,MU,2001,,m,45-54
72767,MU,2002,12.0,m,45-54
72768,MU,2003,17.0,m,45-54
72769,MU,2004,20.0,m,45-54
72770,MU,2005,20.0,m,45-54
72771,MU,2006,10.0,m,45-54
72772,MU,2007,15.0,m,45-54
72773,MU,2008,15.0,m,45-54
72774,MV,1980,,m,45-54
72775,MV,1981,,m,45-54
72776,MV,1982,,m,45-54
72777,MV,1983,,m,45-54
72778,MV,1984,,m,45-54
72779,MV,1985,,m,45-54
72780,MV,1986,,m,45-54
72781,MV,1987,,m,45-54
72782,MV,1988,,m,45-54
72783,MV,1989,,m,45-54
72784,MV,1990,,m,45-54
72785,MV,1991,,m,45-54
72786,MV,1992,,m,45-54
72787,MV,1993,,m,45-54
72788,MV,1994,,m,45-54
72789,MV,1995,8.0,m,45-54
72790,MV,1996,5.0,m,45-54
72791,MV,1997,13.0,m,45-54
72792,MV,1998,4.0,m,45-54
72793,MV,1999,7.0,m,45-54
72794,MV,2000,5.0,m,45-54
72795,MV,2001,5.0,m,45-54
72796,MV,2002,1.0,m,45-54
72797,MV,2003,9.0,m,45-54
72798,MV,2004,8.0,m,45-54
72799,MV,2005,6.0,m,45-54
72800,MV,2006,4.0,m,45-54
72801,MV,2007,5.0,m,45-54
72802,MV,2008,5.0,m,45-54
72803,MW,1980,,m,45-54
72804,MW,1981,,m,45-54
72805,MW,1982,,m,45-54
72806,MW,1983,,m,45-54
72807,MW,1984,,m,45-54
72808,MW,1985,,m,45-54
72809,MW,1986,,m,45-54
72810,MW,1987,,m,45-54
72811,MW,1988,,m,45-54
72812,MW,1989,,m,45-54
72813,MW,1990,,m,45-54
72814,MW,1991,,m,45-54
72815,MW,1992,,m,45-54
72816,MW,1993,,m,45-54
72817,MW,1994,,m,45-54
72818,MW,1995,519.0,m,45-54
72819,MW,1996,529.0,m,45-54
72820,MW,1997,521.0,m,45-54
72821,MW,1998,643.0,m,45-54
72822,MW,1999,588.0,m,45-54
72823,MW,2000,585.0,m,45-54
72824,MW,2001,591.0,m,45-54
72825,MW,2002,,m,45-54
72826,MW,2003,489.0,m,45-54
72827,MW,2004,508.0,m,45-54
72828,MW,2005,549.0,m,45-54
72829,MW,2006,491.0,m,45-54
72830,MW,2007,473.0,m,45-54
72831,MW,2008,502.0,m,45-54
72832,MX,1980,,m,45-54
72833,MX,1981,,m,45-54
72834,MX,1982,,m,45-54
72835,MX,1983,,m,45-54
72836,MX,1984,,m,45-54
72837,MX,1985,,m,45-54
72838,MX,1986,,m,45-54
72839,MX,1987,,m,45-54
72840,MX,1988,,m,45-54
72841,MX,1989,,m,45-54
72842,MX,1990,,m,45-54
72843,MX,1991,,m,45-54
72844,MX,1992,,m,45-54
72845,MX,1993,,m,45-54
72846,MX,1994,,m,45-54
72847,MX,1995,,m,45-54
72848,MX,1996,721.0,m,45-54
72849,MX,1997,,m,45-54
72850,MX,1998,1241.0,m,45-54
72851,MX,1999,1022.0,m,45-54
72852,MX,2000,1235.0,m,45-54
72853,MX,2001,1606.0,m,45-54
72854,MX,2002,1146.0,m,45-54
72855,MX,2003,1313.0,m,45-54
72856,MX,2004,1201.0,m,45-54
72857,MX,2005,1238.0,m,45-54
72858,MX,2006,1275.0,m,45-54
72859,MX,2007,1266.0,m,45-54
72860,MX,2008,1267.0,m,45-54
72861,MY,1980,,m,45-54
72862,MY,1981,,m,45-54
72863,MY,1982,,m,45-54
72864,MY,1983,,m,45-54
72865,MY,1984,,m,45-54
72866,MY,1985,,m,45-54
72867,MY,1986,,m,45-54
72868,MY,1987,,m,45-54
72869,MY,1988,,m,45-54
72870,MY,1989,,m,45-54
72871,MY,1990,,m,45-54
72872,MY,1991,,m,45-54
72873,MY,1992,,m,45-54
72874,MY,1993,,m,45-54
72875,MY,1994,,m,45-54
72876,MY,1995,788.0,m,45-54
72877,MY,1996,838.0,m,45-54
72878,MY,1997,816.0,m,45-54
72879,MY,1998,872.0,m,45-54
72880,MY,1999,977.0,m,45-54
72881,MY,2000,908.0,m,45-54
72882,MY,2001,1011.0,m,45-54
72883,MY,2002,997.0,m,45-54
72884,MY,2003,1798.0,m,45-54
72885,MY,2004,1890.0,m,45-54
72886,MY,2005,1980.0,m,45-54
72887,MY,2006,678.0,m,45-54
72888,MY,2007,1839.0,m,45-54
72889,MY,2008,2169.0,m,45-54
72890,MZ,1980,,m,45-54
72891,MZ,1981,,m,45-54
72892,MZ,1982,,m,45-54
72893,MZ,1983,,m,45-54
72894,MZ,1984,,m,45-54
72895,MZ,1985,,m,45-54
72896,MZ,1986,,m,45-54
72897,MZ,1987,,m,45-54
72898,MZ,1988,,m,45-54
72899,MZ,1989,,m,45-54
72900,MZ,1990,,m,45-54
72901,MZ,1991,,m,45-54
